organism_name	taxid	bioproject_accession	bioproject_id	group	subgroup	size_mb	gc	assembly_accession	replicons	wgs	scaffolds	genes	proteins	release_date	modify_date	status	center	biosample_accession
Caenorhabditis elegans	6239	PRJEB4373	261621	Animals	Roundworms	101.169	35.8	GCA_000939815.1	NA	NA	3806	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1920834
Aedes aegypti	7159	PRJNA268391	268391	Animals	Insects	744.596	28	GCA_001014885.1	NA	JXPU01	223039	NA	NA	2015-05-28	2015-05-28	Scaffold	UC Berkeley	SAMN03284760
Drosophila melanogaster	7227	PRJNA235897	235897	Animals	Insects	153.282	42.2	GCA_000705575.1	NA	JAQD01	5066	NA	NA	2014-06-12	2014-06-12	Contig	Stanford University	SAMN02588592
Anopheles gambiae	7165	PRJNA254152	254152	Animals	Insects	293.748	22.4	GCA_001542645.1	mitochondrion MT:CM003708.1	LCWJ01	8000	NA	NA	2016-01-29	2016-02-02	Contig	Virgina Tech	SAMN02943153
Aedes albopictus	7160	PRJNA289460	289460	Animals	Insects	1341.04	40.4	GCA_001574995.1	NA	LMAV01	3342920	NA	NA	2015-12-22	2015-12-22	Contig	Polo Innovazione di Genomica, Genetica e Biologia	SAMN03853745
Mus musculus	10090	PRJNA310854	310854	Animals	Mammals	2732.67	42.7637	GCA_001624185.1	chromosome 1:CM003934.1; chromosome 2:CM003935.1; chromosome 3:CM003936.1; chromosome 4:CM003937.1; chromosome 5:CM003938.1; chromosome 6:CM003939.1; chromosome 7:CM003940.1; chromosome 8:CM003941.1; chromosome 9:CM003942.1; chromosome 10:CM003943.1; chromosome 11:CM003944.1; chromosome 12:CM003945.1; chromosome 13:CM003946.1; chromosome 14:CM003947.1; chromosome 15:CM003948.1; chromosome 16:CM003949.1; chromosome 17:CM003950.1; chromosome 18:CM003951.1; chromosome 19:CM003952.1; chromosome X:CM003953.1; mitochondrion MT:CM004179.1	LVXH01	7154	NA	NA	2016-04-15	2016-04-25	Chromosome	Wellcome Trust Sanger Institute	SAMN04489811
Homo sapiens	9606	PRJNA19621	19621	Animals	Mammals	2844	40.3433	GCA_000002125.2	chromosome 1:CM000462.1; chromosome 2:CM000463.1; chromosome 3:CM000464.1; chromosome 4:CM000465.1; chromosome 5:CM000466.1; chromosome 6:CM000467.1; chromosome 7:CM000468.1; chromosome 8:CM000469.1; chromosome 9:CM000470.1; chromosome 10:CM000471.1; chromosome 11:CM000472.1; chromosome 12:CM000473.1; chromosome 13:CM000474.1; chromosome 14:CM000475.1; chromosome 15:CM000476.1; chromosome 16:CM000477.1; chromosome 17:CM000478.1; chromosome 18:CM000479.1; chromosome 19:CM000480.1; chromosome 20:CM000481.1; chromosome 21:CM000482.1; chromosome 22:CM000483.1; chromosome X:CM000484.1; chromosome Y:CM000485.1	ABBA01	4530	NA	NA	2007-05-22	2014-04-25	Chromosome	J. Craig Venter Institute	SAMN02981236
Danio rerio	7955	PRJEB11588	304582	Animals	Fishes	1442.82	37.1	GCA_001487895.1	NA	CZQB01	64482	NA	NA	2015-12-01	2015-12-09	Scaffold	SC	SAMEA3642453
Rattus norvegicus	10116	PRJNA18695	18695	Animals	Mammals	22.3969	42.5	GCA_000180775.1	NA	AAXO01	27472	NA	NA	2007-04-10	2014-08-11	Contig	STAR - a SNP and haplotype map for the rat	SAMN02981234
Bombyx mori	7091	PRJNA12259	12259	Animals	Insects	381.906	37.4	GCA_000181175.1	NA	BAAB01	213265	NA	NA	2004-04-27	2015-12-22	Contig	International Lepidopteran Genome Project	SAMD00036521
Ovis aries	9940	PRJNA414087	414087	Animals	Mammals	2869.9	41.9088	GCA_002742125.1	chromosome 1:CM008472.1; chromosome 2:CM008473.1; chromosome 3:CM008474.1; chromosome 4:CM008475.1; chromosome 5:CM008476.1; chromosome 6:CM008477.1; chromosome 7:CM008478.1; chromosome 8:CM008479.1; chromosome 9:CM008480.1; chromosome 10:CM008481.1; chromosome 11:CM008482.1; chromosome 12:CM008483.1; chromosome 13:CM008484.1; chromosome 14:CM008485.1; chromosome 15:CM008486.1; chromosome 16:CM008487.1; chromosome 17:CM008488.1; chromosome 18:CM008489.1; chromosome 19:CM008490.1; chromosome 20:CM008491.1; chromosome 21:CM008492.1; chromosome 22:CM008493.1; chromosome 23:CM008494.1; chromosome 24:CM008495.1; chromosome 25:CM008496.1; chromosome 26:CM008497.1; chromosome X:CM008498.1	PEKD01	2640	NA	NA	2017-10-31	2017-11-02	Chromosome	Baylor College of Medicine Human Genome Sequencing Center	SAMN07839099
Sus scrofa	9823	PRJNA144099	144099	Animals	Mammals	2508.91	41.9	GCA_000325925.2	NA	AJKK01	137577	NA	NA	2012-11-30	2015-03-18	Scaffold	BGI-shenzhen	SAMN02953814
Canis lupus familiaris	9615	PRJNA176193	176193	Animals	Mammals	2254.63	40.7	GCA_000331495.1	NA	AOCS01	221474	NA	NA	2013-01-10	2013-11-06	Contig	GlaxoSmithKline	SAMN01737209
Equus caballus	9796	PRJNA353919	353919	Animals	Mammals	1.67317	36.9	GCA_002166905.1	NA	MPVR01	2794	NA	NA	2017-06-05	2017-06-05	Scaffold	Institute of Animal Breeding and Genetics - Vetmeduni Vienna	SAMN06017257
Drosophila simulans	7240	PRJNA18237	18237	Animals	Insects	137.843	42.1628	GCA_000259055.1	chromosome 2L:CM000361.1; chromosome 2R:CM000362.1; chromosome 3L:CM000363.1; chromosome 3R:CM000364.1; chromosome 4:CM000365.1; chromosome X:CM000366.1	AAGH01	10601	15998	15415	2005-03-23	2014-08-06	Chromosome	Washington University School of Medicine, Genome Sequencing Center	SAMN02953618
Pan troglodytes verus	37012	PRJNA16847	16847	Animals	Mammals	12.2633	36	GCA_000002175.2	chromosome Y:BA000047.1	NA	2	NA	NA	2006-04-13	2016-12-16	Chromosome	The Chimpanzee Chromosome Y Sequencing Consortium	SAMD00067074
Macaca mulatta	9544	PRJNA51409	51409	Animals	Mammals	2969.97	41.8692	GCA_000230795.1	chromosome 1:CM001253.1; chromosome 2:CM001254.1; chromosome 3:CM001255.1; chromosome 4:CM001256.1; chromosome 5:CM001257.1; chromosome 6:CM001258.1; chromosome 7:CM001259.1; chromosome 8:CM001260.1; chromosome 9:CM001261.1; chromosome 10:CM001262.1; chromosome 11:CM001263.1; chromosome 12:CM001264.1; chromosome 13:CM001265.1; chromosome 14:CM001266.1; chromosome 15:CM001267.1; chromosome 16:CM001268.1; chromosome 17:CM001269.1; chromosome 18:CM001270.1; chromosome 19:CM001271.1; chromosome 20:CM001272.1; chromosome X:CM001273.1	AEHK01	38224	21524	17802	2011-10-17	2013-11-01	Chromosome	Beijing Genomics Institute	SAMN00113489
Drosophila pseudoobscura	7237	PRJNA268391	268391	Animals	Insects	119.048	43.8	GCA_001014495.1	NA	JXPY01	29237	NA	NA	2015-05-28	2015-05-28	Scaffold	UC Berkeley	SAMN03287996
Schmidtea mediterranea	79327	PRJNA183840	183840	Animals	Flatworms	700.726	31.9	GCA_000691995.1	NA	ASXR01	12782	NA	NA	2014-05-16	2014-05-30	Scaffold	Schmidtea mediterranea Genome	SAMN02782184
Caenorhabditis remanei	31234	PRJNA248911	248911	Animals	Roundworms	124.542	35.3	GCA_002259225.1	NA	NMWX01	912	24867	25568	2017-08-18	2017-08-18	Scaffold	University of Oregon	SAMN02803906
Ascaris suum	6253	PRJNA62057	62057	Animals	Roundworms	279.712	37.6	GCA_000331935.3	NA	ANBK02	217	NA	NA	2013-01-16	2017-11-06	Scaffold	Department of Biochemistry and Molecular Genetics, University of Colorado School of Medicine	SAMN07782706
Callithrix jacchus	9483	PRJDB3965	292167	Animals	Mammals	2620.63	40.8	GCA_001269965.1	NA	BBXK01	109198	NA	NA	2015-08-07	2016-10-20	Contig	Department of Biosciences and Informatics, Keio University	SAMD00031689
Oryzias latipes	8090	PRJNA325194	325194	Animals	Fishes	744.414	40.8674	GCA_002234695.1	chromosome 1:CP020621.1; chromosome 2:CP020622.1; chromosome 3:CP020623.1; chromosome 4:CP020624.1; chromosome 5:CP020625.1; chromosome 6:CP020626.1; chromosome 7:CP020627.1; chromosome 8:CP020628.1; chromosome 9:CP020629.1; chromosome 10:CP020630.1; chromosome 11:CP020631.1; chromosome 12:CP020632.1; chromosome 13:CP020633.1; chromosome 14:CP020634.1; chromosome 15:CP020635.1; chromosome 16:CP020636.1; chromosome 17:CP020637.1; chromosome 18:CP020638.1; chromosome 19:CP020639.1; chromosome 20:CP020640.1; chromosome 21:CP020641.1; chromosome 22:CP020642.1; chromosome 23:CP020643.1; chromosome 24:CP020644.1	NA	24	NA	NA	2017-07-27	2017-07-27	Chromosome	The University of Tokyo	SAMN06690114
Taenia solium	6204	PRJNA183343	183343	Animals	Flatworms	116.38	31.3	GCA_002221735.1	NA	JSUL01	17279	NA	NA	2017-07-19	2017-07-19	Contig	NIAID	SAMN03144737
Hypsibius dujardini	232323	PRJNA309530	309530	Animals	Other Animals	182.155	30.8	GCA_001579985.1	NA	LRSR01	14960	NA	NA	2016-03-03	2016-05-11	Scaffold	university of Chicago	SAMN04435392
Macaca fascicularis	9541	PRJNA51411	51411	Animals	Mammals	3126.56	42.0609	GCA_000230815.1	chromosome 1:CM001276.1; chromosome 2:CM001277.1; chromosome 3:CM001278.1; chromosome 4:CM001279.1; chromosome 5:CM001280.1; chromosome 6:CM001281.1; chromosome 7:CM001282.1; chromosome 8:CM001283.1; chromosome 9:CM001284.1; chromosome 10:CM001285.1; chromosome 11:CM001286.1; chromosome 12:CM001287.1; chromosome 13:CM001288.1; chromosome 14:CM001289.1; chromosome 15:CM001290.1; chromosome 16:CM001291.1; chromosome 17:CM001292.1; chromosome 18:CM001293.1; chromosome 19:CM001294.1; chromosome 20:CM001295.1; chromosome X:CM001296.1	AEHL01	45468	21132	17456	2011-10-17	2013-11-01	Chromosome	Beijing Genomics Institute	SAMN00116341
Gorilla gorilla gorilla	9595	PRJNA293447	293447	Animals	Mammals	25.3917	41.5	GCA_001484535.2	NA	LQCJ01	697	NA	NA	2016-01-04	2016-08-30	Scaffold	The Pennsylvania State University	SAMN04003007
Wuchereria bancrofti	6293	PRJNA37759	37759	Animals	Roundworms	81.5092	29.7	GCA_000180755.1	NA	ADBV01	25884	19401	19323	2010-02-03	2014-08-06	Scaffold	Broad Institute	SAMN02953768
Nothobranchius furzeri	105023	PRJNA29535	29535	Animals	Fishes	113.234	45.2	GCA_000182035.2	NA	ABLO02	119834	NA	NA	2009-03-17	2015-12-16	Scaffold	Leibniz Institute for Age Research - Fritz Lipmann Institute (FLI)	SAMN00000222
Lepeophtheirus salmonis	72036	PRJNA280127	280127	Animals	Other Animals	665.312	30.8	GCA_001005235.1	NA	LBBW01	109132	NA	NA	2015-05-08	2015-05-08	Contig	University of Victoria	SAMN03457013
Cricetulus griseus	10029	PRJNA167053	167053	Animals	Mammals	2360.13	41.5	GCA_000419365.1	NA	AMDS01	52710	27756	32843	2013-07-08	2014-08-11	Scaffold	Beijing Genomics Institution-shenzhen	SAMN02981459
Anas platyrhynchos	8839	PRJNA392350	392350	Animals	Birds	1265.07	NA	GCA_002224895.1	NA	NOIJ01	18550	NA	NA	2017-07-25	2017-07-25	Scaffold	BGI	SAMN07337762
Odocoileus virginianus	9874	PRJNA52611	52611	Animals	Mammals	15.0023	45.6	GCA_000191605.1	NA	AEGY01	44342	NA	NA	2011-03-07	2014-08-06	Contig	Texas A&M University	SAMN02953782
Scleropages formosus	113540	PRJNA290062	290062	Animals	Fishes	738.407	43.9	GCA_001624255.1	NA	LGSF01	10955	NA	NA	2016-04-19	2016-11-08	Scaffold	BGI-SZ	SAMN03894452
Acanthaster planci	133434	PRJDB3175	275725	Animals	Other Animals	2.58492	41.5	GCA_000950615.1	NA	BBNW01	2	NA	NA	2015-02-17	2015-02-17	Scaffold	Okinawa Institute of Science and Technology	SAMD00020546
Toxocara canis	6265	PRJNA320963	320963	Animals	Roundworms	341.757	26.4	GCA_001680135.1	NA	LYYD01	10853	NA	NA	2016-07-06	2016-07-06	Scaffold	Hallym University	SAMN04961616
Camelus dromedarius	9838	PRJNA269274	269274	Animals	Mammals	2055.06	41.5	GCA_000803125.1	NA	JWIN01	35752	NA	NA	2014-12-17	2014-12-17	Scaffold	Vetmeduni Vienna	SAMN03252735
Heliconius melpomene amaryllis	248312	PRJEB8011	288364	Animals	Insects	18.5734	31.4	GCA_001485805.1	NA	FARF01	46387	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA1094482
Heliconius cydno cordula	328831	PRJEB8011	288364	Animals	Insects	8.41619	31.8	GCA_001485765.1	NA	FAPC01	15401	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA1094492
Trichinella pseudospiralis	6337	PRJNA257433	257433	Animals	Roundworms	48.3986	32.7	GCA_001447575.1	NA	JYDT01	5956	14621	14920	2015-11-24	2016-03-08	Scaffold	University of Melbourne	SAMN02949478
Apis cerana japonica	292787	PRJDB5799	387722	Animals	Insects	211.201	33	GCA_002217905.1	NA	BDUG01	3315	NA	NA	2017-07-08	2017-07-08	Scaffold	Division of Applied Genetics/Insect Genome Research and Engineering Unit, Institute of Agrobiological Sciences, The National Agriculture and Food Research Organization	SAMD00082726
Branchiostoma belcheri	7741	PRJEB17858	355664	Animals	Other Animals	417.038	39	GCA_900128855.1	NA	FQTN01	2307	NA	NA	2016-12-02	2016-12-02	Scaffold	SYSU	SAMEA4545563
Heliconius numata arcuella	1077261	PRJEB8011	288364	Animals	Insects	6.24596	32	GCA_001486725.1	NA	FASM01	10899	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA1094486
Alligator mississippiensis	8496	PRJNA301461	301461	Animals	Reptiles	2156.98	44.3	GCA_001541185.1	NA	LPUU01	54713	NA	NA	2016-01-26	2016-01-26	Scaffold	Dovetail Genomics	SAMN02981418
Trichuris suis	68888	PRJNA208416	208416	Animals	Roundworms	71.0564	43.6	GCA_000701025.1	NA	JMHZ01	3284	14262	14262	2014-06-11	2014-07-31	Scaffold	The University of Melbourne	SAMN02423287
Heliconius timareta ssp. NG-2008	573616	PRJEB8011	288364	Animals	Insects	6.21296	32.8	GCA_001486265.1	NA	FATF01	10420	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA1322900
Diuraphis noxia	143948	PRJNA351928	351928	Animals	Insects	95.7237	30	GCA_001938505.1	NA	MPKX01	286547	NA	NA	2017-01-06	2017-01-06	Scaffold	Stellenbosch	SAMN05958606
Angiostrongylus cantonensis	6313	PRJNA178773	178773	Animals	Roundworms	6.2549	46	GCA_000331205.1	NA	ANFR01	20604	NA	NA	2013-01-09	2014-08-06	Contig	Pontificia Universidade Catolica do Rio Grande do Sul	SAMN02953826
Heliconius hecale	33425	PRJEB8011	288364	Animals	Insects	286.043	32.6	GCA_900068415.1	NA	FAQF01	288639	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA3670530
Oscheius sp. TEL-2014	1573569	PRJNA301782	301782	Animals	Roundworms	112.559	43.1	GCA_001630785.1	NA	LTAH01	132826	NA	NA	2016-04-25	2016-04-25	Scaffold	University of the Witwatersrand	SAMN04259800
Trichinella sp. T8	92180	PRJNA257433	257433	Animals	Roundworms	49.3318	33.6	GCA_001447745.1	NA	JYDM01	4124	14919	18455	2015-11-24	2016-03-08	Scaffold	University of Melbourne	SAMN02949483
Heliconius ethilla	33418	PRJEB8011	288364	Animals	Insects	267.551	32.2	GCA_001485825.1	NA	FAPL01	190908	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA3670527
Heliconius elevatus	33444	PRJEB8011	288364	Animals	Insects	349.545	32	GCA_900067965.1	NA	FAQP01	381087	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA1322899
Heliconius pardalinus sergestus	884342	PRJEB8011	288364	Animals	Insects	281.08	32.2	GCA_001486325.1	NA	FASX01	169618	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA3670568
Laparus doris delila	1608915	PRJEB8011	288364	Animals	Insects	208.689	33.4	GCA_900068345.1	NA	FAUN01	285581	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA3670520
Alces americanus	999462	PRJEB12797	390919	Animals	Mammals	18.3867	44.8	GCA_900089695.1	NA	FLNW01	4314	NA	NA	2017-06-20	2017-06-20	Contig	KTH, SCIENCE FOR LIFE LABORATORY	SAMEA3878170
Alces americanus	999462	PRJEB12797	390919	Animals	Mammals	74.2347	NA	GCA_900089705.1	NA	FLNY01	5099	NA	NA	2017-06-20	2017-06-20	Contig	KTH, SCIENCE FOR LIFE LABORATORY	SAMEA3878172
Heliconius pardalinus ssp. JD-2011	1109112	PRJEB8011	288364	Animals	Insects	9.62737	32.4	GCA_001486605.1	NA	FATB01	21334	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA1322861
Heliconius elevatus	33444	PRJEB8011	288364	Animals	Insects	347.389	32	GCA_900067985.1	NA	FAQV01	503827	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA1322940
Heliconius ethilla	33418	PRJEB8011	288364	Animals	Insects	264.997	32.3	GCA_001485845.1	NA	FAPO01	187123	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA3670528
Heliconius hecale	33425	PRJEB8011	288364	Animals	Insects	295.736	32	GCA_900068425.1	NA	FATZ01	280547	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA3670531
Heliconius timareta	101932	PRJEB8011	288364	Animals	Insects	7.57763	32.3	GCA_001486305.1	NA	FATN01	13172	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA1094491
Heliconius numata tarapotensis	884341	PRJEB8011	288364	Animals	Insects	7.86504	31.9	GCA_001486745.1	NA	FASP01	14897	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA1094469
Trichinella pseudospiralis	6337	PRJNA257433	257433	Animals	Roundworms	49.1629	32.9	GCA_001447675.1	NA	JYDR01	7221	12659	17161	2015-11-24	2016-03-08	Scaffold	University of Melbourne	SAMN02949476
Heliconius cydno cordula	328831	PRJEB8011	288364	Animals	Insects	9.53363	31.7	GCA_001485865.1	NA	FAPE01	18649	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA1094477
Heliconius melpomene aglaope	248311	PRJEB8011	288364	Animals	Insects	13.6608	31.6	GCA_001485885.1	NA	FAQM01	32816	NA	NA	2015-11-29	2015-11-29	Scaffold	CAM	SAMEA1094487
Scleropages formosus	113540	PRJNA232741	232741	Animals	Fishes	708.403	43.2	GCA_001005745.2	NA	JARO02	42110	24736	24274	2015-05-08	2015-10-13	Scaffold	Monash University Malaysia	SAMN02592717
Cricetulus griseus	10029	PRJEB21211	390092	Animals	Mammals	2358.15	41.5	GCA_900186095.1	NA	FYBK01	8264	NA	NA	2017-06-15	2017-06-15	Scaffold	Eagle Genomics Ltd	SAMEA104116709
Nothobranchius furzeri	105023	PRJNA33315	33315	Animals	Fishes	5.25286	44.3	GCA_000182215.1	NA	ACCZ01	5617	NA	NA	2009-03-17	2014-08-11	Scaffold	Leibniz Institute for Age Research - Fritz Lipmann Institute, Jena, Germany	SAMN02981240
Gorilla gorilla	9593	PRJNA18247	18247	Animals	Mammals	3.0229	41	GCA_000167515.2	NA	AAGL01	4856	NA	NA	2006-11-09	2014-08-11	Contig	Institute of Molecular Biotechnology, Genome Analysis, Germany, Jena	SAMN02981220
Oryzias latipes	8090	PRJNA325193	325193	Animals	Fishes	677.633	40.64	GCA_002234715.1	chromosome 1:CP020779.1; chromosome 2:CP020780.1; chromosome 3:CP020781.1; chromosome 4:CP020782.1; chromosome 5:CP020783.1; chromosome 6:CP020784.1; chromosome 7:CP020785.1; chromosome 8:CP020786.1; chromosome 9:CP020787.1; chromosome 10:CP020788.1; chromosome 11:CP020789.1; chromosome 12:CP020790.1; chromosome 13:CP020791.1; chromosome 14:CP020792.1; chromosome 15:CP020793.1; chromosome 16:CP020794.1; chromosome 17:CP020795.1; chromosome 18:CP020796.1; chromosome 19:CP020797.1; chromosome 20:CP020798.1; chromosome 21:CP020799.1; chromosome 22:CP020800.1; chromosome 23:CP020801.1; chromosome 24:CP020802.1	NA	24	NA	NA	2017-07-27	2017-07-27	Chromosome	The University of Tokyo	SAMN06689975
Callithrix jacchus	9483	PRJNA401030	401030	Animals	Mammals	2845.38	NA	GCA_002754865.1	NA	NTIC01	39944	NA	NA	2017-11-06	2017-11-06	Scaffold	Broad Institute	SAMN07586072
Schmidtea mediterranea	79327	PRJNA12585	12585	Animals	Flatworms	865.587	29.9	GCA_000181075.1	NA	AAWT01	94682	NA	NA	2007-01-26	2014-08-06	Contig	Genome Sequencing Center, Washington University	SAMN02953673
Macaca mulatta	9544	PRJNA253406	253406	Animals	Mammals	11.7537	40.1	GCA_001270425.1	chromosome Y:NC_027914.1/CM003438.1	NA	3	92	86	2015-08-20	2015-12-22	Chromosome	Baylor College of Medicine	SAMN03857103
Drosophila simulans	7240	PRJNA243121	243121	Animals	Insects	121.27	43.4162	GCA_000820565.1	chromosome 2L:JMCE01000001.1; chromosome 2R:JMCE01000003.1; chromosome 3L:JMCE01000005.1; chromosome 3R:JMCE01000007.1; chromosome 4:JMCE01000009.1; chromosome X:JMCE01000012.1; mitochondrion MT:JMCE01002948.1	JMCE01	2948	NA	NA	2014-06-10	2014-06-10	Chromosome	Vetmeduni	SAMN02713493
Pan troglodytes	9598	PRJNA12552	12552	Animals	Mammals	32.7991	41	GCA_000090855.1	chromosome 21:NC_006488.3/BA000046.3	NA	3	394	728	2004-06-12	2014-10-08	Chromosome	The International Chimpanzee Chromosome 22 Consortium	NA
Canis lupus familiaris	9615	PRJNA305243	305243	Animals	Mammals	0.143578	34.7	GCA_002087435.1	NA	LQAT01	12	NA	NA	2017-04-07	2017-04-07	Scaffold	CAAS	SAMN04320964
Sus scrofa	9823	PRJNA176189	176189	Animals	Mammals	2358.02	41.7	GCA_000331475.1	NA	AOCR01	231585	NA	NA	2013-01-10	2013-11-06	Contig	GlaxoSmithKline	SAMN01731602
Bombyx mori	7091	PRJDA49727	49727	Animals	Insects	1.38918	44.9	GCA_000325555.1	NA	BABU01	479	NA	NA	2012-04-11	2015-09-16	Contig	The University of Tokyo	SAMD00036543
Ovis aries musimon	9938	PRJNA276576	276576	Animals	Mammals	2589.83	42.4	GCA_000765115.1	NA	CBYI01	6173	28073	53571	2014-07-11	2015-01-30	Scaffold	NCBI	SAMEA3146279
Rattus norvegicus	10116	PRJNA18693	18693	Animals	Mammals	50.2245	41.3	GCA_000181035.1	NA	AAXP01	73497	NA	NA	2007-04-10	2014-08-11	Contig	STAR - a SNP and haplotype map for the rat	SAMN02981235
Mus musculus	10090	PRJNA310854	310854	Animals	Mammals	2630	42.3553	GCA_001624215.1	chromosome 1:CM003954.1; chromosome 2:CM003955.1; chromosome 3:CM003956.1; chromosome 4:CM003957.1; chromosome 5:CM003958.1; chromosome 6:CM003959.1; chromosome 7:CM003960.1; chromosome 8:CM003961.1; chromosome 9:CM003962.1; chromosome 10:CM003963.1; chromosome 11:CM003964.1; chromosome 12:CM003965.1; chromosome 13:CM003966.1; chromosome 14:CM003967.1; chromosome 15:CM003968.1; chromosome 16:CM003969.1; chromosome 17:CM003970.1; chromosome 18:CM003971.1; chromosome 19:CM003972.1; chromosome X:CM003973.1; mitochondrion MT:CM004180.1	LVXI01	4688	NA	NA	2016-04-15	2016-04-25	Chromosome	Wellcome Trust Sanger Institute	SAMN04489813
Anopheles gambiae	7165	PRJNA268391	268391	Animals	Insects	220.395	40.3	GCA_001014525.1	NA	JXPR01	54385	NA	NA	2015-05-28	2015-05-28	Scaffold	UC Berkeley	SAMN03283209
Caenorhabditis elegans	6239	PRJNA261962	261962	Animals	Roundworms	107.051	35.5	GCA_001483305.1	NA	LNZE01	3081	NA	NA	2015-12-29	2015-12-29	Contig	Hong Kong Baptist University	SAMN03078449
Drosophila melanogaster	7227	PRJNA237120	237120	Animals	Insects	164.08	41.8	GCA_000778455.1	NA	JSAE01	789	NA	NA	2014-11-13	2017-03-02	Contig	Pacific Biosciences	SAMN02614627
Danio rerio	7955	PRJNA292113	292113	Animals	Fishes	1228.67	36.2	GCA_001483285.1	NA	LKPD01	73493	NA	NA	2015-12-29	2015-12-29	Scaffold	University of Chicago	SAMN03964926
Homo sapiens	9606	PRJNA19621	19621	Animals	Mammals	3251.72	40.8848	GCA_000212995.1	chromosome 1:CM000491.1; chromosome 2:CM000492.1; chromosome 3:CM000493.1; chromosome 4:CM000494.1; chromosome 5:CM000495.1; chromosome 6:CM000496.1; chromosome 7:CM000497.1; chromosome 8:CM000498.1; chromosome 9:CM000499.1; chromosome 10:CM000500.1; chromosome 11:CM000501.1; chromosome 12:CM000502.1; chromosome 13:CM000503.1; chromosome 14:CM000504.1; chromosome 15:CM000505.1; chromosome 16:CM000506.1; chromosome 17:CM000507.1; chromosome 18:CM000508.1; chromosome 19:CM000509.1; chromosome 20:CM000510.1; chromosome 21:CM000511.1; chromosome 22:CM000512.1; chromosome X:CM000513.1; chromosome Y:CM000514.1	ABSL01	187643	NA	NA	2008-08-05	2014-08-11	Chromosome	J. Craig Venter Institute	SAMN02981236
